Mapping parameters for Merluccius productus (North Pacific hake)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Segschneider, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World Wide Web electronic publication, www.aquamaps.org, version 10/2019 (final)."

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  67 |  77 ,
Bounding Box (NSWE): ,51,15,-130,-77

Pelagic: True,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Merluccius,productus,16.75,-114.75,7111:364:4,0.01
Merluccius,productus,16.25,-114.75,7111:364:2,0.19
Merluccius,productus,16.25,-114.25,7111:364:1,0.13
Merluccius,productus,16.25,-113.75,7111:363:2,0.06
Merluccius,productus,16.25,-113.25,7111:363:1,0.02
Merluccius,productus,16.25,-111.25,7111:361:1,0.02
Merluccius,productus,16.25,-110.75,7111:360:2,0.03
Merluccius,productus,16.25,-110.25,7111:360:1,0.03
Merluccius,productus,15.75,-113.25,7111:353:3,0.18
Merluccius,productus,15.25,-113.25,7111:353:1,0.19
Merluccius,productus,15.75,-112.75,7111:352:4,0.15
Merluccius,productus,15.75,-112.25,7111:352:3,0.12
Merluccius,productus,15.25,-112.75,7111:352:2,0.17
Merluccius,productus,15.25,-112.25,7111:352:1,0.16
Merluccius,productus,15.75,-111.75,7111:351:4,0.12
Merluccius,productus,15.75,-111.25,7111:351:3,0.12
Merluccius,productus,15.25,-111.75,7111:351:2,0.14
Merluccius,productus,15.25,-111.25,7111:351:1,0.14
Merluccius,productus,15.75,-110.75,7111:350:4,0.11
Merluccius,productus,15.75,-110.25,7111:350:3,0.08
Merluccius,productus,15.25,-110.75,7111:350:2,0.13
Merluccius,productus,15.25,-110.25,7111:350:1,0.11
Merluccius,productus,19.75,-109.75,7110:499:4,0.03
Merluccius,productus,19.75,-109.25,7110:499:3,0.03
Merluccius,productus,19.25,-109.75,7110:499:2,0.04
Merluccius,productus,19.25,-109.25,7110:499:1,0.06
Merluccius,productus,19.75,-108.75,7110:498:4,0.02
Merluccius,productus,19.75,-108.25,7110:498:3,0.05
Merluccius,productus,19.25,-108.75,7110:498:2,0.07
Merluccius,productus,19.25,-108.25,7110:498:1,0.06
Merluccius,productus,19.75,-107.75,7110:497:4,0.12
Merluccius,productus,19.25,-107.75,7110:497:2,0.10
Merluccius,productus,19.25,-107.25,7110:497:1,0.18
Merluccius,productus,19.75,-106.25,7110:496:3,0.19
Merluccius,productus,19.25,-106.25,7110:496:1,0.19
Merluccius,productus,19.75,-105.75,7110:495:4,0.18
Merluccius,productus,19.75,-105.25,7110:495:3,0.15
Merluccius,productus,19.25,-105.75,7110:495:2,0.16
Merluccius,productus,19.25,-105.25,7110:495:1,0.13
Merluccius,productus,18.75,-109.25,7110:489:3,0.02
Merluccius,productus,18.75,-108.75,7110:488:4,0.06
Merluccius,productus,18.75,-108.25,7110:488:3,0.07
Merluccius,productus,18.25,-108.75,7110:488:2,0.02
Merluccius,productus,18.25,-108.25,7110:488:1,0.05
Merluccius,productus,18.75,-107.75,7110:487:4,0.09
Merluccius,productus,18.75,-107.25,7110:487:3,0.12
Merluccius,productus,18.25,-107.75,7110:487:2,0.07
Merluccius,productus,18.25,-107.25,7110:487:1,0.09
Merluccius,productus,18.75,-106.75,7110:486:4,0.19
Merluccius,productus,18.75,-106.25,7110:486:3,0.17
Merluccius,productus,18.25,-106.75,7110:486:2,0.11
Merluccius,productus,18.25,-106.25,7110:486:1,0.13
Merluccius,productus,18.75,-105.75,7110:485:4,0.14
Merluccius,productus,18.75,-105.25,7110:485:3,0.10
Merluccius,productus,18.25,-105.75,7110:485:2,0.12
Merluccius,productus,18.25,-105.25,7110:485:1,0.08
Merluccius,productus,17.75,-108.25,7110:478:3,0.02
Merluccius,productus,17.75,-107.75,7110:477:4,0.04
Merluccius,productus,17.75,-107.25,7110:477:3,0.06
Merluccius,productus,17.25,-107.75,7110:477:2,0.01
Merluccius,productus,17.25,-107.25,7110:477:1,0.02
Merluccius,productus,17.75,-106.75,7110:476:4,0.07
Merluccius,productus,17.75,-106.25,7110:476:3,0.07
Merluccius,productus,17.25,-106.75,7110:476:2,0.04
Merluccius,productus,17.25,-106.25,7110:476:1,0.04
Merluccius,productus,17.75,-105.75,7110:475:4,0.06
Merluccius,productus,17.75,-105.25,7110:475:3,0.05
Merluccius,productus,17.25,-105.75,7110:475:2,0.03
Merluccius,productus,17.25,-105.25,7110:475:1,0.02
Merluccius,productus,16.75,-109.75,7110:469:4,0.01
Merluccius,productus,16.25,-109.75,7110:469:2,0.03
Merluccius,productus,16.25,-109.25,7110:469:1,0.03
Merluccius,productus,16.25,-108.75,7110:468:2,0.02
Merluccius,productus,16.25,-108.25,7110:468:1,0.02
Merluccius,productus,16.75,-107.75,7110:467:4,0.01
Merluccius,productus,16.75,-107.25,7110:467:3,0.02
Merluccius,productus,16.25,-107.75,7110:467:2,0.02
Merluccius,productus,16.25,-107.25,7110:467:1,0.02
Merluccius,productus,16.75,-106.75,7110:466:4,0.03
Merluccius,productus,16.75,-106.25,7110:466:3,0.03
Merluccius,productus,16.25,-106.75,7110:466:2,0.03
Merluccius,productus,16.25,-106.25,7110:466:1,0.02
Merluccius,productus,16.75,-105.75,7110:465:4,0.02
Merluccius,productus,15.75,-109.75,7110:459:4,0.06
Merluccius,productus,15.75,-109.25,7110:459:3,0.06
Merluccius,productus,15.25,-109.75,7110:459:2,0.09
Merluccius,productus,15.25,-109.25,7110:459:1,0.07
Merluccius,productus,15.75,-108.75,7110:458:4,0.05
Merluccius,productus,15.75,-108.25,7110:458:3,0.04
Merluccius,productus,15.25,-108.75,7110:458:2,0.06
Merluccius,productus,15.25,-108.25,7110:458:1,0.04
Merluccius,productus,15.75,-107.75,7110:457:4,0.03
Merluccius,productus,15.75,-107.25,7110:457:3,0.02
Merluccius,productus,15.25,-107.75,7110:457:2,0.03
Merluccius,productus,15.25,-107.25,7110:457:1,0.02
Merluccius,productus,15.75,-106.75,7110:456:4,0.01
Merluccius,productus,19.25,-104.75,7110:394:2,0.11
Merluccius,productus,19.25,-104.25,7110:394:1,0.06
Merluccius,productus,18.75,-104.75,7110:384:4,0.07
Merluccius,productus,18.75,-104.25,7110:384:3,0.04
Merluccius,productus,18.25,-104.75,7110:384:2,0.04
Merluccius,productus,18.25,-104.25,7110:384:1,0.01
Merluccius,productus,18.75,-103.75,7110:383:4,0.02
Merluccius,productus,17.75,-104.75,7110:374:4,0.03
Merluccius,productus,15.25,-95.25,7109:455:1,0.04
Merluccius,productus,15.25,-94.75,7109:354:2,0.02
Merluccius,productus,50.25,-127.25,7512:207:1,0.38
Merluccius,productus,50.25,-125.75,7512:205:2,0.37
Merluccius,productus,50.25,-125.25,7512:205:1,0.22
Merluccius,productus,50.25,-124.75,7512:104:2,0.23
Merluccius,productus,49.75,-124.75,7412:394:4,0.25
Merluccius,productus,49.75,-124.25,7412:394:3,0.28
Merluccius,productus,49.25,-124.25,7412:394:1,0.25
Merluccius,productus,49.25,-123.75,7412:393:2,0.28
Merluccius,productus,49.25,-123.25,7412:393:1,0.31
Merluccius,productus,48.75,-124.25,7412:384:3,0.31
Merluccius,productus,48.25,-124.25,7412:384:1,0.28
Merluccius,productus,48.75,-123.25,7412:383:3,0.22
Merluccius,productus,48.75,-122.75,7412:382:4,0.22
Merluccius,productus,47.75,-124.25,7412:374:3,0.29
Merluccius,productus,46.75,-123.75,7412:363:4,0.23
Merluccius,productus,37.25,-122.75,7312:372:2,0.34
Merluccius,productus,37.25,-122.25,7312:372:1,0.33
Merluccius,productus,34.75,-129.75,7312:249:4,0.28
Merluccius,productus,34.25,-128.75,7312:248:2,0.38
Merluccius,productus,33.25,-127.75,7312:237:2,0.33
Merluccius,productus,32.75,-127.75,7312:227:4,0.25
Merluccius,productus,32.75,-127.25,7312:227:3,0.33
Merluccius,productus,32.75,-126.75,7312:226:4,0.36
Merluccius,productus,32.25,-126.75,7312:226:2,0.22
Merluccius,productus,31.75,-126.25,7312:216:3,0.31
Merluccius,productus,31.25,-125.75,7312:215:2,0.31
Merluccius,productus,30.75,-124.75,7312:104:4,0.24
Merluccius,productus,30.75,-124.25,7312:104:3,0.28
Merluccius,productus,30.25,-123.25,7312:103:1,0.22
Merluccius,productus,30.25,-122.75,7312:102:2,0.32
Merluccius,productus,30.25,-114.75,7311:104:2,0.35
Merluccius,productus,30.25,-112.75,7311:102:2,0.21
Merluccius,productus,29.75,-121.25,7212:391:3,0.25
Merluccius,productus,29.75,-120.75,7212:390:4,0.26
Merluccius,productus,26.25,-117.75,7211:467:2,0.34
Merluccius,productus,25.25,-116.25,7211:456:1,0.24
Merluccius,productus,25.25,-115.75,7211:455:2,0.31
Merluccius,productus,29.75,-112.75,7211:392:4,0.25
Merluccius,productus,29.75,-112.25,7211:392:3,0.22
Merluccius,productus,29.25,-112.75,7211:392:2,0.34
Merluccius,productus,28.75,-111.75,7211:381:4,0.22
Merluccius,productus,27.75,-114.25,7211:374:3,0.26
Merluccius,productus,27.25,-113.75,7211:373:2,0.32
Merluccius,productus,27.75,-111.75,7211:371:4,0.35
Merluccius,productus,27.25,-111.25,7211:371:1,0.21
Merluccius,productus,26.75,-110.75,7211:360:4,0.24
Merluccius,productus,26.25,-110.25,7211:360:1,0.26
Merluccius,productus,25.75,-110.25,7211:350:3,0.25
Merluccius,productus,25.25,-110.25,7211:350:1,0.24
Merluccius,productus,24.75,-114.75,7211:144:4,0.29
Merluccius,productus,24.75,-113.75,7211:143:4,0.26
Merluccius,productus,24.25,-111.25,7211:141:1,0.29
Merluccius,productus,24.75,-110.75,7211:140:4,0.28
Merluccius,productus,24.75,-110.25,7211:140:3,0.25
Merluccius,productus,24.25,-110.75,7211:140:2,0.31
Merluccius,productus,24.25,-110.25,7211:140:1,0.26
Merluccius,productus,23.75,-110.75,7211:130:4,0.30
Merluccius,productus,23.75,-110.25,7211:130:3,0.25
Merluccius,productus,23.25,-110.25,7211:130:1,0.22
Merluccius,productus,26.75,-109.25,7210:469:3,0.38
Merluccius,productus,24.75,-109.75,7210:249:4,0.26
Merluccius,productus,24.25,-109.75,7210:249:2,0.21
Merluccius,productus,24.25,-109.25,7210:249:1,0.21
Merluccius,productus,24.25,-108.75,7210:248:2,0.36
Merluccius,productus,24.75,-107.75,7210:247:4,0.21
Merluccius,productus,23.75,-108.25,7210:238:3,0.33
Merluccius,productus,23.75,-107.75,7210:237:4,0.39
Merluccius,productus,23.75,-107.25,7210:237:3,0.39
Merluccius,productus,23.25,-107.75,7210:237:2,0.21
Merluccius,productus,23.25,-107.25,7210:237:1,0.36
Merluccius,productus,23.75,-106.75,7210:236:4,0.39
Merluccius,productus,23.25,-106.75,7210:236:2,0.34
Merluccius,productus,23.25,-106.25,7210:236:1,0.34
Merluccius,productus,22.75,-107.25,7210:227:3,0.25
Merluccius,productus,22.25,-107.25,7210:227:1,0.22
Merluccius,productus,22.75,-106.75,7210:226:4,0.29
Merluccius,productus,22.75,-106.25,7210:226:3,0.29
Merluccius,productus,22.25,-106.75,7210:226:2,0.24
Merluccius,productus,22.25,-106.25,7210:226:1,0.23
Merluccius,productus,22.25,-105.75,7210:225:2,0.22
Merluccius,productus,21.75,-107.25,7210:217:3,0.24
Merluccius,productus,21.25,-107.25,7210:217:1,0.23
Merluccius,productus,21.75,-106.75,7210:216:4,0.22
Merluccius,productus,21.25,-106.75,7210:216:2,0.20
Merluccius,productus,20.75,-107.25,7210:207:3,0.22
Merluccius,productus,20.25,-107.25,7210:207:1,0.24
Merluccius,productus,20.75,-106.75,7210:206:4,0.20
Merluccius,productus,20.25,-106.75,7210:206:2,0.21
Merluccius,productus,20.25,-105.75,7210:205:2,0.21
Merluccius,productus,17.25,-128.75,7112:478:2,0.31
Merluccius,productus,17.25,-128.25,7112:478:1,0.30
Merluccius,productus,17.25,-127.75,7112:477:2,0.29
Merluccius,productus,17.25,-127.25,7112:477:1,0.27
Merluccius,productus,17.75,-126.25,7112:476:3,0.21
Merluccius,productus,17.25,-126.75,7112:476:2,0.32
Merluccius,productus,17.25,-126.25,7112:476:1,0.35
Merluccius,productus,17.75,-125.75,7112:475:4,0.20
Merluccius,productus,17.25,-125.75,7112:475:2,0.36
Merluccius,productus,17.25,-125.25,7112:475:1,0.33
Merluccius,productus,17.25,-124.75,7112:374:2,0.23
Merluccius,productus,17.25,-122.75,7112:372:2,0.32
Merluccius,productus,17.25,-121.25,7112:371:1,0.38
Merluccius,productus,17.25,-120.75,7112:370:2,0.25
Merluccius,productus,17.25,-120.25,7112:370:1,0.23
Merluccius,productus,16.75,-124.25,7112:364:3,0.36
Merluccius,productus,16.75,-123.75,7112:363:4,0.36
Merluccius,productus,15.25,-120.25,7112:350:1,0.39
Merluccius,productus,17.25,-119.75,7111:479:2,0.22
Merluccius,productus,17.25,-119.25,7111:479:1,0.21
Merluccius,productus,16.75,-117.75,7111:467:4,0.34
Merluccius,productus,16.75,-117.25,7111:467:3,0.24
Merluccius,productus,16.75,-116.75,7111:466:4,0.23
Merluccius,productus,16.25,-116.75,7111:466:2,0.38
Merluccius,productus,16.25,-116.25,7111:466:1,0.37
Merluccius,productus,16.25,-115.75,7111:465:2,0.32
Merluccius,productus,16.25,-115.25,7111:465:1,0.28
Merluccius,productus,15.25,-119.75,7111:459:2,0.37
Merluccius,productus,15.25,-119.25,7111:459:1,0.36
Merluccius,productus,15.75,-118.75,7111:458:4,0.38
Merluccius,productus,15.75,-118.25,7111:458:3,0.37
Merluccius,productus,15.25,-118.75,7111:458:2,0.34
Merluccius,productus,15.25,-118.25,7111:458:1,0.32
Merluccius,productus,15.75,-117.75,7111:457:4,0.35
Merluccius,productus,15.75,-117.25,7111:457:3,0.34
Merluccius,productus,15.25,-117.75,7111:457:2,0.30
Merluccius,productus,15.25,-117.25,7111:457:1,0.29
Merluccius,productus,15.75,-116.75,7111:456:4,0.33
Merluccius,productus,15.75,-116.25,7111:456:3,0.32
Merluccius,productus,15.25,-116.75,7111:456:2,0.28
Merluccius,productus,15.25,-116.25,7111:456:1,0.27
Merluccius,productus,15.75,-115.75,7111:455:4,0.31
Merluccius,productus,15.75,-115.25,7111:455:3,0.29
Merluccius,productus,15.25,-115.75,7111:455:2,0.26
Merluccius,productus,15.25,-115.25,7111:455:1,0.25
Merluccius,productus,15.75,-114.75,7111:354:4,0.28
Merluccius,productus,15.75,-114.25,7111:354:3,0.27
Merluccius,productus,15.25,-114.75,7111:354:2,0.24
Merluccius,productus,15.25,-114.25,7111:354:1,0.22
Merluccius,productus,15.75,-113.75,7111:353:4,0.25
Merluccius,productus,15.25,-113.75,7111:353:2,0.21
Merluccius,productus,19.75,-107.25,7110:497:3,0.24
Merluccius,productus,19.75,-106.75,7110:496:4,0.21
Merluccius,productus,19.25,-106.75,7110:496:2,0.22
Merluccius,productus,50.75,-126.75,7512:206:4,0.57
Merluccius,productus,50.75,-126.25,7512:206:3,0.57
Merluccius,productus,50.25,-126.25,7512:206:1,0.52
Merluccius,productus,49.75,-125.25,7412:495:3,0.42
Merluccius,productus,49.25,-124.75,7412:394:2,0.44
Merluccius,productus,48.75,-124.75,7412:384:4,0.53
Merluccius,productus,48.25,-124.75,7412:384:2,0.51
Merluccius,productus,46.75,-124.25,7412:364:3,0.45
Merluccius,productus,45.75,-124.25,7412:354:3,0.45
Merluccius,productus,45.75,-123.75,7412:353:4,0.41
Merluccius,productus,36.75,-121.75,7312:361:4,0.48
Merluccius,productus,34.75,-129.25,7312:249:3,0.51
Merluccius,productus,33.75,-128.25,7312:238:3,0.42
Merluccius,productus,33.75,-127.75,7312:237:4,0.59
Merluccius,productus,33.25,-127.25,7312:237:1,0.43
Merluccius,productus,33.25,-126.75,7312:236:2,0.55
Merluccius,productus,32.75,-126.25,7312:226:3,0.50
Merluccius,productus,32.25,-126.25,7312:226:1,0.43
Merluccius,productus,31.25,-125.25,7312:215:1,0.53
Merluccius,productus,30.75,-123.75,7312:103:4,0.41
Merluccius,productus,30.75,-123.25,7312:103:3,0.57
Merluccius,productus,30.25,-122.25,7312:102:1,0.42
Merluccius,productus,30.25,-121.75,7312:101:2,0.50
Merluccius,productus,29.75,-120.25,7212:390:3,0.40
Merluccius,productus,29.25,-120.25,7212:390:1,0.44
Merluccius,productus,28.75,-120.25,7212:380:3,0.52
Merluccius,productus,29.75,-119.75,7211:499:4,0.59
Merluccius,productus,29.75,-115.25,7211:495:3,0.55
Merluccius,productus,27.75,-119.25,7211:479:3,0.43
Merluccius,productus,27.25,-118.75,7211:478:2,0.48
Merluccius,productus,26.75,-118.25,7211:468:3,0.42
Merluccius,productus,25.75,-116.75,7211:456:4,0.53
Merluccius,productus,25.25,-115.25,7211:455:1,0.47
Merluccius,productus,29.25,-113.25,7211:393:1,0.45
Merluccius,productus,29.25,-112.25,7211:392:1,0.47
Merluccius,productus,28.75,-112.75,7211:382:4,0.55
Merluccius,productus,25.25,-113.25,7211:353:1,0.59
Merluccius,productus,24.75,-114.25,7211:144:3,0.52
Merluccius,productus,24.25,-112.25,7211:142:1,0.49
Merluccius,productus,24.25,-111.75,7211:141:2,0.44
Merluccius,productus,25.75,-109.75,7210:459:4,0.58
Merluccius,productus,25.75,-109.25,7210:459:3,0.58
Merluccius,productus,25.25,-109.75,7210:459:2,0.51
Merluccius,productus,25.25,-109.25,7210:459:1,0.54
Merluccius,productus,25.25,-108.75,7210:458:2,0.54
Merluccius,productus,25.25,-108.25,7210:458:1,0.53
Merluccius,productus,24.75,-109.25,7210:249:3,0.45
Merluccius,productus,24.75,-108.75,7210:248:4,0.48
Merluccius,productus,24.75,-108.25,7210:248:3,0.48
Merluccius,productus,24.25,-108.25,7210:248:1,0.43
Merluccius,productus,24.25,-107.75,7210:247:2,0.44
Merluccius,productus,24.25,-107.25,7210:247:1,0.44
Merluccius,productus,17.25,-129.75,7112:479:2,0.45
Merluccius,productus,17.25,-129.25,7112:479:1,0.40
Merluccius,productus,16.75,-128.25,7112:468:3,0.54
Merluccius,productus,16.75,-127.75,7112:467:4,0.53
Merluccius,productus,16.75,-127.25,7112:467:3,0.54
Merluccius,productus,16.75,-126.75,7112:466:4,0.51
Merluccius,productus,16.75,-126.25,7112:466:3,0.53
Merluccius,productus,16.75,-125.75,7112:465:4,0.53
Merluccius,productus,16.75,-125.25,7112:465:3,0.50
Merluccius,productus,15.25,-129.75,7112:459:2,0.58
Merluccius,productus,15.25,-129.25,7112:459:1,0.57
Merluccius,productus,15.25,-128.75,7112:458:2,0.56
